"Name","TID","TIDUnconstructed","InfoTitleTID","InfoTID","InfoTIDUnconstructed","NPCGreetingTID","BeginBuildResource","BeginBuildCost","BuildResource1","BuildCost1","BuildResource2","BuildCost2","BuildResource3","BuildCost3","BuildResource4","BuildCost4","BuildResource5","BuildCost5","BuildingClass","ShopBuildingClass","GroundLayer","IconSWF","XP","SCW","SCWRotated","SCWBase","SCWUnconstructed","SCWConstruction","SCWConstructionExtra","SCWClaim","SCWUiBase","SCWAreaGreen","SCWAreaRed","CollisionShape","Scale","MoveResource","TerrainHoleSize","ColorizeMaterials","MoveCost","TownHallLevel","Width","Height","WalkableBorder","IgnoreAdjacentBuildingSpace","ObstacleGrowthDistance","Icon","MaxStoredFountainBoost","MaxStoredWood","MaxStoredBread","MaxStoredStone","MaxStoredFood","MaxStoredClay","MaxStoredPotionIngredient1","MaxStoredPotionIngredient2","MaxStoredPotionIngredient3","MaxStoredPotionIngredient4","MaxStoredPotionIngredient5","MaxStoredPotionIngredient6","MaxStoredCoins","MaxStoredWool","MaxStoredWheat","MaxStoredBerry","MaxStoredMushroom","MaxStoredEgg","MaxStoredBerryPie","MaxStoredBerryCake","MaxStoredFish","MaxStoredCotton","MaxStoredIndigo","MaxStoredSugar","MaxStoredSalt","MaxStoredSugarApple","MaxStoredHoneyCookie","MaxStoredFishPie","MaxStoredApplePie","MaxStoredCakeRoyale","MaxStoredSaltedFish","MaxStoredSaltPot","MaxStoredHoneyPot","MaxStoredAppleJam","MaxStoredSweetHerring","MaxStoredDyeRed","MaxStoredDyeYellow","MaxStoredDyeBlue","MaxStoredDyeGreen","MaxStoredDyeOrange","MaxStoredDyePurple","MaxStoredDyeRainbow","MaxStoredPlushie","MaxStoredRuneGame","MaxStoredWoodenDuck","MaxStoredMarbles","MaxStoredWoodenDoll","MaxStoredSocks","MaxStoredTrousers","MaxStoredHat","MaxStoredTunic","MaxStoredShirt","MaxStoredDress","MaxStoredJacket","MaxStoredRainbowSuit","MaxStoredFigurine","MaxStoredPottery","MaxStoredStatuette","MaxStoredAppleJuice","MaxStoredFlour","MaxStoredHoney","MaxStoredApple","MaxStoredCarrot","StartingResourcePercent","StartingPotionIngredient1","StartingPotionIngredient2","StartingPotionIngredient3","StartingPotionIngredient4","StartingPotionIngredient5","StartingPotionIngredient6","Profession","MaxWorkers","MaxAutomaticallyProducedResources","ProducesResource","ResourceBatchSeconds","ResourceBatchSize","ResourceMax","InputResource","InputResourceType","InputPerBatch","HarvestResource","WorkPos1","WorkAnim1","WorkPos2","WorkAnim2","PickUpEffect","PlacingEffect","RedMul","GreenMul","BlueMul","RedAdd","GreenAdd","BlueAdd","AmountCanBeUpgraded","Workers","SpawnResourceData","SpawnResourcePlantSeconds","SpawnResourceAverageSeconds","SpawnResourceHarvestSeconds","SpawnCount","SpawnPos1","SpawnSCW1","SpawnPos2","SpawnSCW2","SpawnPos3","SpawnSCW3","SpawnPos4","SpawnSCW4","SpawnPos5","SpawnSCW5","SpawnPos6","SpawnSCW6","SpawnPos7","SpawnSCW7","SpawnPos8","SpawnSCW8","SpawnPos9","SpawnSCW9","Passable","SpeedPercentage","RandomDirection","RandomYaw","RandomPitch","RandomScale","RandomBaseDirection","RandomBaseYaw","StoredResourceNodePrefix","StoredResourceNode2Prefix","StoredResourceGfxSCW","StoredResourceCountPerObject","RequestAmount","RequestExpiryMinutes","RequestCooldownMinutes","DonationLimit","DonationMoveSpeed","DonationCooldownSeconds","ConstantEffect","VillageTaskProvider","VillageTaskFulfiller","EffectActivePos","EffectActiveName","EffectBoostPos","EffectBoostName","EffectBoostScalePercent","ForceNonInteractive","NPC","NPCPlacement","CanBeBatched","IconCameraZoom","IconCameraY","SpawnAnimal","UIBackgroundExportName","LocationSound","UpgradeSignX","UpgradeSignY","UpgradeSignZ","UpgradeSignScale","AnimationAlwaysOn","TouchEffect","IsTaskFulfiller","PremiumTradePartner","ValleyLODScale","ValleyLODMoveFactor"
"Villager_Lamp","TID_DECO_VILLAGER_LAMP",,"TID_INFO_TITLE_DECORATION","TID_DECO_VILLAGER_LAMP_INFO",,,,,,,,,,,,,,,"Decoration",,,,,"sc3d/deco_villager_lamp_geo.glb#b","sc3d/deco_villager_lamp_geo.glb#a",,,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_3_geo",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_5_geo","sc3d/ui_base_{w}x{w}_geo.glb","sc3d/bldv_marker_1x1_geo.glb","sc3d/bldv_marker_1x1_geo.glb","bldv_deco_statue",100,"Crate",0,,,,1,1,,"true",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"true",240,0,,,,0,0,0,100,,"Tap_villager_home",,,0,0
"Villager_Statue","TID_DECO_VILLAGER_STATUE",,"TID_INFO_TITLE_DECORATION","TID_DECO_VILLAGER_STATUE_INFO",,,,,,,,,,,,,,,"Decoration",,,,,"sc3d/deco_villager_statue_geo.glb#b","sc3d/deco_villager_statue_geo.glb#a",,,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_3_geo",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_5_geo","sc3d/ui_base_{w}x{w}_geo.glb","sc3d/bldv_marker_2x2_geo.glb","sc3d/bldv_marker_2x2_geo.glb","bldv_deco_statue",100,"Crate",0,,,,2,2,,"true",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"true",240,0,,,,0,0,0,100,,"Tap_villager_home",,,0,0
"Villager_Stonetile","TID_DECO_VILLAGER_STONETILE",,"TID_INFO_TITLE_DECORATION","TID_DECO_VILLAGER_STONETILE_INFO",,,,,,,,,,,,,,,"Decoration",,,,,"sc3d/deco_villager_stonetile_geo.glb#b","sc3d/deco_villager_stonetile_geo.glb#a",,,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_3_geo",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_5_geo","sc3d/ui_base_{w}x{w}_geo.glb","sc3d/bldv_marker_1x1_geo.glb","sc3d/bldv_marker_1x1_geo.glb","bldv_deco_statue",100,"Crate",0,,,,1,1,,"true",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"true",240,0,,,,0,0,0,100,,"Tap_villager_home",,,0,0
"Villager_Bench","TID_DECO_VILLAGER_BENCH",,"TID_INFO_TITLE_DECORATION","TID_DECO_VILLAGER_BENCH_INFO",,,,,,,,,,,,,,,"Decoration",,,,,"sc3d/deco_villager_bench_geo.glb#b","sc3d/deco_villager_bench_geo.glb#a",,,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_3_geo",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_5_geo","sc3d/ui_base_{w}x{w}_geo.glb","sc3d/bldv_marker_1x2_geo.glb","sc3d/bldv_marker_1x2_geo.glb","bldv_deco_statue",100,"Crate",0,,,,1,2,,"true",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"true",240,0,,,,0,0,0,100,,"Tap_villager_home",,,0,0
"Villager_Sign","TID_DECO_VILLAGER_SIGN",,"TID_INFO_TITLE_DECORATION","TID_DECO_VILLAGER_SIGN_INFO",,,,,,,,,,,,,,,"Decoration",,,,,"sc3d/deco_villager_sign_geo.glb#b","sc3d/deco_villager_sign_geo.glb#a",,,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_3_geo",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_5_geo","sc3d/ui_base_{w}x{w}_geo.glb","sc3d/bldv_marker_1x2_geo.glb","sc3d/bldv_marker_1x2_geo.glb","bldv_deco_statue",100,"Crate",0,,,,1,2,,"true",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"true",240,0,,,,0,0,0,100,,"Tap_villager_home",,,0,0
"Villager_Stonewall","TID_DECO_VILLAGER_STONEWALL",,"TID_INFO_TITLE_DECORATION","TID_DECO_VILLAGER_STONEWALL_INFO",,,,,,,,,,,,,,,"Decoration",,,,,"sc3d/deco_villagers_stonewall_geo.glb#b","sc3d/deco_villagers_stonewall_geo.glb#a",,,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_3_geo",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_5_geo","sc3d/ui_base_{w}x{w}_geo.glb","sc3d/bldv_marker_1x2_geo.glb","sc3d/bldv_marker_1x2_geo.glb","bldv_deco_statue",100,"Crate",0,,,,1,2,,"true",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"true",240,0,,,,0,0,0,100,,"Tap_villager_home",,,0,0
"Villager_Mailbox","TID_DECO_VILLAGER_MAILBOX",,"TID_INFO_TITLE_DECORATION","TID_DECO_VILLAGER_MAILBOX_INFO",,,,,,,,,,,,,,,"Decoration",,,,,"sc3d/deco_villager_mailbox_geo.glb#b","sc3d/deco_villager_mailbox_geo.glb#a",,,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_3_geo",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_5_geo","sc3d/ui_base_{w}x{w}_geo.glb","sc3d/bldv_marker_1x1_geo.glb","sc3d/bldv_marker_1x1_geo.glb","bldv_deco_statue",100,"Crate",0,,,,1,1,,"true",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"true",240,0,,,,0,0,0,100,,"Tap_villager_home",,,0,0
"Villager_Barrel","TID_DECO_VILLAGER_BARREL",,"TID_INFO_TITLE_DECORATION","TID_DECO_VILLAGER_BARREL_INFO",,,,,,,,,,,,,,,"Decoration",,,,,"sc3d/deco_villager_barrel_geo.glb#b","sc3d/deco_villager_barrel_geo.glb#a",,,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_3_geo",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_5_geo","sc3d/ui_base_{w}x{w}_geo.glb","sc3d/bldv_marker_1x1_geo.glb","sc3d/bldv_marker_1x1_geo.glb","bldv_deco_statue",100,"Crate",0,,,,1,1,,"true",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"true",240,0,,,,0,0,0,100,,"Tap_villager_home",,,0,0
"Campers_Tables","TID_DECO_CAMPERS_TABLES",,"TID_INFO_TITLE_DECORATION","TID_DECO_CAMPERS_TABLES_INFO",,,,,,,,,,,,,,,"Decoration",,,,,"sc3d/deco_campers_tables_geo.glb#b","sc3d/deco_campers_tables_geo.glb#a",,,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_3_geo",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_5_geo","sc3d/ui_base_{w}x{w}_geo.glb","sc3d/bldv_marker_2x2_geo.glb","sc3d/bldv_marker_2x2_geo.glb","bldv_deco_statue",100,"Crate",0,,,,2,2,,"true",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"true",240,0,,,,0,0,0,100,,"Tap_villager_home",,,0,0
"Campers_Stump","TID_DECO_CAMPERS_STUMP",,"TID_INFO_TITLE_DECORATION","TID_DECO_CAMPERS_STUMP_INFO",,,,,,,,,,,,,,,"Decoration",,,,,"sc3d/deco_campers_stump_geo.glb",,,,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_3_geo",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_5_geo","sc3d/ui_base_{w}x{w}_geo.glb","sc3d/bldv_marker_1x1_geo.glb","sc3d/bldv_marker_1x1_geo.glb","bldv_deco_statue",100,"Crate",0,,,,1,1,,"true",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"true",240,0,,,,0,0,0,100,,"Tap_villager_home",,,0,0
"Campers_Fishing_Pond","TID_DECO_CAMPERS_FISHING_POND",,"TID_INFO_TITLE_DECORATION","TID_DECO_CAMPERS_FISHING_POND_INFO",,,,,,,,,,,,,,,"Decoration",,,,,"sc3d/deco_campers_fising_pond_geo.glb",,,,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_3_geo",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_5_geo","sc3d/ui_base_{w}x{w}_geo.glb","sc3d/bldv_marker_2x2_geo.glb","sc3d/bldv_marker_2x2_geo.glb","bldv_deco_statue",100,"Crate",0,,,,2,2,,"true",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"true",240,0,,,,0,0,0,100,,"Tap_villager_home",,,0,0
"Campers_Fence","TID_DECO_CAMPERS_FENCE",,"TID_INFO_TITLE_DECORATION","TID_DECO_CAMPERS_FENCE_INFO",,,,,,,,,,,,,,,"Decoration",,,,,"sc3d/deco_campers_fence_geo.glb#b","sc3d/deco_campers_fence_geo.glb#a",,,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_3_geo",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_5_geo","sc3d/ui_base_{w}x{w}_geo.glb","sc3d/bldv_marker_1x1_geo.glb","sc3d/bldv_marker_1x1_geo.glb","bldv_deco_statue",100,"Crate",0,,,,1,1,,"true",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"true",240,0,,,,0,0,0,100,,"Tap_villager_home",,,0,0
"Campers_Box","TID_DECO_CAMPERS_BOX",,"TID_INFO_TITLE_DECORATION","TID_DECO_CAMPERS_BOX_INFO",,,,,,,,,,,,,,,"Decoration",,,,,"sc3d/deco_campers_box_geo.glb",,,,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_3_geo",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_5_geo","sc3d/ui_base_{w}x{w}_geo.glb","sc3d/bldv_marker_1x1_geo.glb","sc3d/bldv_marker_1x1_geo.glb","bldv_deco_statue",100,"Crate",0,,,,1,1,,"true",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"true",240,0,,,,0,0,0,100,,"Tap_villager_home",,,0,0
"Camper_Campfire","TID_DECO_CAMPERS_CAMPFIRE",,"TID_INFO_TITLE_DECORATION","TID_DECO_CAMPERS_CAMPFIRE_INFO",,,,,,,,,,,,,,,"Decoration",,,,,"sc3d/deco_camper_campfire_geo.glb",,,,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_3_geo",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_5_geo","sc3d/ui_base_{w}x{w}_geo.glb","sc3d/bldv_marker_1x1_geo.glb","sc3d/bldv_marker_1x1_geo.glb","bldv_deco_statue",100,"Crate",0,,,,1,1,,"true",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"true",240,0,,,,0,0,0,100,,"Tap_villager_home",,,0,0
"Campers_Tent","TID_DECO_CAMPERS_TENT",,"TID_INFO_TITLE_DECORATION","TID_DECO_CAMPERS_TENT_INFO",,,,,,,,,,,,,,,"Decoration",,,,,"sc3d/deco_campers_tent_geo.glb#b","sc3d/deco_campers_tent_geo.glb#a",,,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_3_geo",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_5_geo","sc3d/ui_base_{w}x{w}_geo.glb","sc3d/bldv_marker_2x2_geo.glb","sc3d/bldv_marker_2x2_geo.glb","bldv_deco_statue",100,"Crate",0,,,,2,2,,"true",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"true",240,0,,,,0,0,0,100,,"Tap_villager_home",,,0,0
"Campers_Grass","TID_DECO_CAMPERS_GRASS",,"TID_INFO_TITLE_DECORATION","TID_DECO_CAMPERS_GRASS_INFO",,,,,,,,,,,,,,,"Decoration",,,,,"sc3d/deco_campers_grass_geo.glb",,,,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_3_geo",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_5_geo","sc3d/ui_base_{w}x{w}_geo.glb","sc3d/bldv_marker_1x1_geo.glb","sc3d/bldv_marker_1x1_geo.glb","bldv_deco_statue",100,"Crate",0,,,,1,1,,"true",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"true",240,0,,,,0,0,0,100,,"Tap_villager_home",,,0,0
"Campers_Flowers_Pink","TID_DECO_CAMPERS_FLOWER_PINK",,"TID_INFO_TITLE_DECORATION","TID_DECO_CAMPERS_FLOWER_PINK_INFO",,,,,,,,,,,,,,,"Decoration",,,,,"sc3d/deco_campers_flowers_pink_geo.glb",,,,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_3_geo",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_5_geo","sc3d/ui_base_{w}x{w}_geo.glb","sc3d/bldv_marker_1x1_geo.glb","sc3d/bldv_marker_1x1_geo.glb","bldv_deco_statue",100,"Crate",0,,,,1,1,,"true",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"true",240,0,,,,0,0,0,100,,"Tap_villager_home",,,0,0
"Campers_Flowers_Yellow","TID_DECO_CAMPERS_FLOWER_YELLOW",,"TID_INFO_TITLE_DECORATION","TID_DECO_CAMPERS_FLOWER_YELLOW_INFO",,,,,,,,,,,,,,,"Decoration",,,,,"sc3d/deco_campers_flowers_yellow_geo.glb",,,,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_3_geo",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_5_geo","sc3d/ui_base_{w}x{w}_geo.glb","sc3d/bldv_marker_1x1_geo.glb","sc3d/bldv_marker_1x1_geo.glb","bldv_deco_statue",100,"Crate",0,,,,1,1,,"true",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"true",240,0,,,,0,0,0,100,,"Tap_villager_home",,,0,0
"Campers_Flowers_White","TID_DECO_CAMPERS_FLOWER_WHITE",,"TID_INFO_TITLE_DECORATION","TID_DECO_CAMPERS_FLOWER_WHITE_INFO",,,,,,,,,,,,,,,"Decoration",,,,,"sc3d/deco_campers_flowers_white_geo.glb",,,,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_3_geo",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_5_geo","sc3d/ui_base_{w}x{w}_geo.glb","sc3d/bldv_marker_1x1_geo.glb","sc3d/bldv_marker_1x1_geo.glb","bldv_deco_statue",100,"Crate",0,,,,1,1,,"true",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"true",240,0,,,,0,0,0,100,,"Tap_villager_home",,,0,0
"Campers_Clothes","TID_DECO_CAMPERS_CLOTHESLINE",,"TID_INFO_TITLE_DECORATION","TID_DECO_FESTIVAL_CLOTHES_INFO",,,,,,,,,,,,,,,"Decoration",,,,,"sc3d/deco_campers_clothes_geo.glb#a","sc3d/deco_campers_clothes_geo.glb#b",,,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_3_geo",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_5_geo","sc3d/ui_base_{w}x{w}_geo.glb","sc3d/bldv_marker_1x2_geo.glb","sc3d/bldv_marker_1x2_geo.glb","bldv_deco_statue",100,"Crate",0,,,,1,2,,"true",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"true",240,0,,,,0,0,0,100,,"Tap_villager_home",,,0,0
"Festival_Pottedflowers","TID_DECO_FESTIVAL_POTTEDFLOWERS",,"TID_INFO_TITLE_DECORATION","TID_DECO_FESTIVAL_POTTEDFLOWERS_INFO",,,,,,,,,,,,,,,"Decoration",,,,,"sc3d/deco_festival_pottedflowers_geo.glb",,,,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_3_geo",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_5_geo","sc3d/ui_base_{w}x{w}_geo.glb","sc3d/bldv_marker_1x1_geo.glb","sc3d/bldv_marker_1x1_geo.glb","bldv_deco_statue",100,"Crate",0,,,,1,1,,"true",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"true",240,0,,,,0,0,0,100,,"Tap_villager_home",,,0,0
"Festival_Stage","TID_DECO_FESTIVAL_STAGE",,"TID_INFO_TITLE_DECORATION","TID_DECO_FESTIVAL_STAGE_INFO",,,,,,,,,,,,,,,"Decoration",,,,,"sc3d/deco_festival_stage_geo.glb#b","sc3d/deco_festival_stage_geo.glb#a",,,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_3_geo",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_5_geo","sc3d/ui_base_{w}x{w}_geo.glb","sc3d/bldv_marker_2x2_geo.glb","sc3d/bldv_marker_2x2_geo.glb","bldv_deco_statue",100,"Crate",0,,,,2,2,,"true",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"true",240,0,,,,0,0,0,100,,"Tap_villager_home",,,0,0
